106,50.41,369,25.89
106,47.88,369,25.89
191,47.88,369,25.89
191,47.88,371,25.89
191,47.88,371,25.88
191,49.86,371,25.88
512,49.86,371,25.88
512,52.78,371,25.88
350,52.78,371,25.88
350,52.78,373,25.88
350,52.78,373,25.89
350,52.78,373,25.9
350,45.6,373,25.9
179,45.6,373,25.9
179,48.68,373,25.9
166,48.68,373,25.9
166,48.68,374,25.9
166,47.59,374,25.9
107,47.59,374,25.9
107,47.59,374,25.89
107,44.65,374,25.89
576,44.65,374,25.89
576,64.46,374,25.89
638,64.46,374,25.89
638,64.46,374,25.9
638,64.46,373,25.9
638,64.46,373,25.89
638,64.86,373,25.89
287,64.86,373,25.89
287,51.85,373,25.89
208,51.85,373,25.89
208,51.85,373,25.88
208,51.85,365,25.88
208,59.59,365,25.88
447,59.59,365,25.88
447,60.72,365,25.88
373,60.72,365,25.88
373,60.72,371,25.88
373,60.72,371,25.89
373,56.46,371,25.89
237,56.46,371,25.89
237,50.82,371,25.89
148,50.82,371,25.89
148,50.82,370,25.89
148,45.51,370,25.89
91,45.51,370,25.89
91,50.09,370,25.89
80,50.09,370,25.89
80,50.09,369,25.89
80,50.09,369,25.9
80,47.44,369,25.9
116,47.44,369,25.9
116,47.44,370,25.9
116,47.44,370,25.92
116,52.02,370,25.92
643,52.02,370,25.92
643,52.02,367,25.92
643,52.02,367,25.9
643,55.93,367,25.9
908,55.93,367,25.9
908,49.91,367,25.9
522,49.91,367,25.9
522,49.91,368,25.9
522,48.41,368,25.9
365,48.41,368,25.9
365,52.22,368,25.9
97,52.22,368,25.9
97,52.22,360,25.9
97,48.16,360,25.9
61,48.16,360,25.9
61,51.32,360,25.9
136,51.32,360,25.9
136,51.32,366,25.9
136,51.32,366,25.92
136,49.89,366,25.92
170,49.89,366,25.92
170,49.89,364,25.92
170,49.89,364,25.9
170,52.78,364,25.9
152,52.78,364,25.9
152,54.9,364,25.9
869,54.9,364,25.9
869,54.9,369,25.9
869,54.9,369,25.92
869,57.15,369,25.92
491,57.15,369,25.92
491,57.15,368,25.92
491,57.15,368,25.93
491,57.15,368,25.9
491,54.39,368,25.9
263,54.39,368,25.9
263,54.39,367,25.9
263,51.64,367,25.9
736,51.64,367,25.9
736,53.77,367,25.9
560,53.77,367,25.9
560,53.77,365,25.9
560,64.67,365,25.9
524,64.67,365,25.9
524,64.67,365,25.93
524,53.03,365,25.93
595,53.03,365,25.93
595,53.03,367,25.93
595,53.03,367,25.92
595,53.03,359,25.92
595,56.29,359,25.92
443,56.29,359,25.92
443,62.99,359,25.92
402,62.99,359,25.92
402,62.99,365,25.92
402,62.99,364,25.92
402,53.98,364,25.92
283,53.98,364,25.92
283,61.41,364,25.92
550,61.41,364,25.92
550,61.41,365,25.92
550,63.5,365,25.92
406,63.5,365,25.92
406,63.5,367,25.92
406,64.84,367,25.92
226,64.84,367,25.92
226,64.84,366,25.92
226,64.84,362,25.92
226,57.62,362,25.92
336,57.62,362,25.92
336,65.75,362,25.92
351,65.75,362,25.92
351,65.75,359,25.92
351,65.75,359,25.93
351,63.48,359,25.93
405,63.48,359,25.93
405,56.74,359,25.93
336,56.74,359,25.93
336,56.74,361,25.93
336,56.74,362,25.93
336,54.07,362,25.93
634,54.07,362,25.93
634,56.63,362,25.93
508,56.63,362,25.93
508,56.63,363,25.93
508,60.63,363,25.93
215,60.63,363,25.93
215,60.63,363,25.92
215,60.63,364,25.92
215,62.41,364,25.92
362,62.41,364,25.92
362,63.18,364,25.92
264,63.18,364,25.92
264,63.18,354,25.92
264,62.18,354,25.92
372,62.18,354,25.92
372,62.18,351,25.92
372,65.2,351,25.92
226,65.2,351,25.92
226,65.2,351,25.93
226,53.82,351,25.93
103,53.82,351,25.93
103,52.82,351,25.93
103,52.82,361,25.93
103,52.82,361,25.95
103,57.16,361,25.95
303,57.16,361,25.95
303,62.23,361,25.95
188,62.23,361,25.95
188,62.23,357,25.95
188,62.23,357,25.93
188,51.28,357,25.93
181,51.28,357,25.93
181,51.28,359,25.93
181,51.28,351,25.93
181,63.46,351,25.93
95,63.46,351,25.93
95,63.46,356,25.93
95,64.25,356,25.93
72,64.25,356,25.93
72,61.13,356,25.93
58,61.13,356,25.93
58,58.41,356,25.93
96,58.41,356,25.93
96,64.47,356,25.93
200,64.47,356,25.93
200,64.47,359,25.93
200,64.47,359,25.95
200,46.68,359,25.95
143,46.68,359,25.95
143,46.68,357,25.95
143,46.68,357,25.93
143,51.94,357,25.93
123,51.94,357,25.93
123,51.94,359,25.93
123,49.13,359,25.93
122,49.13,359,25.93
122,49.13,347,25.93
122,49.13,344,25.93
122,50.26,344,25.93
663,50.26,344,25.93
663,50.26,350,25.93
663,63.35,350,25.93
262,63.35,350,25.93
262,63.35,350,25.95
262,60.43,350,25.95
255,60.43,350,25.95
255,60.43,347,25.95
255,54.34,347,25.95
517,54.34,347,25.95
517,54.34,360,25.95
517,54.34,360,25.93
517,65.96,360,25.93
302,65.96,360,25.93
302,65.96,357,25.93
302,65.96,357,25.95
302,49.08,357,25.95
567,49.08,357,25.95
567,52.08,357,25.95
514,52.08,357,25.95
514,52.08,357,25.93
514,55.27,357,25.93
338,55.27,357,25.93
338,55.27,358,25.93
338,55.27,358,25.95
338,52.18,358,25.95
171,52.18,358,25.95
171,52.18,357,25.95
171,63.58,357,25.95
193,63.58,357,25.95
193,63.58,357,25.93
193,63.58,357,25.95
193,44.63,357,25.95
939,44.63,357,25.95
939,51.13,357,25.95
516,51.13,357,25.95
516,51.13,359,25.95
516,55.43,359,25.95
1094,55.43,359,25.95
1094,55.43,346,25.95
1094,57.37,346,25.95
919,57.37,346,25.95
919,62.58,346,25.95
607,62.58,346,25.95
607,62.58,350,25.95
607,62.58,350,25.96
607,62.9,350,25.96
299,62.9,350,25.96
299,62.9,352,25.96
299,62.9,352,25.93
299,52.43,352,25.93
220,52.43,352,25.93
220,51.24,352,25.93
180,51.24,352,25.93
180,51.24,351,25.93
180,51.24,351,25.95
180,48.8,351,25.95
247,48.8,351,25.95
247,48.8,352,25.95
247,48.8,352,25.96
247,48.8,350,25.96
247,53.7,350,25.96
133,53.7,350,25.96
133,53.7,349,25.96
133,54.19,349,25.96
184,54.19,349,25.96
184,60.81,349,25.96
372,60.81,349,25.96
372,60.81,346,25.96
372,60.81,346,25.97
372,61.99,346,25.97
556,61.99,346,25.97
556,61.99,347,25.97
556,61.99,347,25.96
556,56.73,347,25.96
250,56.73,347,25.96
250,56.73,348,25.96
250,56.73,356,25.96
250,53.91,356,25.96
167,53.91,356,25.96
167,58.65,356,25.96
95,58.65,356,25.96
95,57.13,356,25.96
172,57.13,356,25.96
172,55.08,356,25.96
138,55.08,356,25.96
138,55.08,356,25.97
138,55.19,356,25.97
246,55.19,356,25.97
246,55.19,353,25.97
246,55.19,353,25.96
246,58.59,353,25.96
520,58.59,353,25.96
520,58.59,346,25.96
520,58.59,345,25.96
520,58.59,345,25.97
520,75.14,345,25.97
253,75.14,345,25.97
253,75.14,346,25.97
253,75.14,346,25.96
253,65.47,346,25.96
266,65.47,346,25.96
266,65.47,347,25.96
266,58.27,347,25.96
156,58.27,347,25.96
156,55.69,347,25.96
537,55.69,347,25.96
537,55.69,350,25.96
537,55.69,350,25.97
537,57.38,350,25.97
418,57.38,350,25.97
418,57.38,351,25.97
418,57.38,349,25.97
418,60.43,349,25.97
254,60.43,349,25.97
254,48.79,349,25.97
168,48.79,349,25.97
168,48.79,349,26.0
168,53.75,349,26.0
216,53.75,349,26.0
216,53.75,348,26.0
216,53.75,348,25.97
216,53.75,355,25.97
216,51.31,355,25.97
228,51.31,355,25.97
228,51.31,357,25.97
228,51.31,357,26.0
228,54.02,357,26.0
101,54.02,357,26.0
101,52.17,357,26.0
126,52.17,357,26.0
126,52.17,357,25.97
126,54.54,357,25.97
361,54.54,357,25.97
361,54.54,358,25.97
361,55.72,358,25.97
205,55.72,358,25.97
205,62.81,358,25.97
235,62.81,358,25.97
235,62.81,356,25.97
235,61.03,356,25.97
1156,61.03,356,25.97
1156,66.69,356,25.97
1094,66.69,356,25.97
